"path","git_state","artifact_class","slice_id","ownership","dependency","disposition","verification"
"Docs/exploration/DEMO04_SAMPLE_PROFILE_PROVENANCE_2026-08-31.md","A","exploration_documentation","H07","historical_shared_dirty_snapshot_origin_unknown_preserved","H02+H03+frontend_backend_contracts","preserved_in_commit_2f9a638","frontend_typecheck_and_1245_vitest_tests_observed;lint_and_build_residuals_recorded"
"Docs/exploration/DEMO05_INBOX_CRASH_INVESTIGATION_2026-08-31.md","A","exploration_documentation","H02","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+canonical_draft_and_trip_persistence","preserved_in_commit_2f9a638","backend_full_suite_observed_with_one_shared_session_ordering_residual"
"Docs/exploration/DEMO06_REPAIR_SURFACE_UX_2026-08-31.md","A","exploration_documentation","H07","historical_shared_dirty_snapshot_origin_unknown_preserved","H02+H03+frontend_backend_contracts","preserved_in_commit_2f9a638","frontend_typecheck_and_1245_vitest_tests_observed;lint_and_build_residuals_recorded"
"Docs/exploration/DEMO08_HARNESS_LIMITATIONS_2026-08-31.md","A","exploration_documentation","H06","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+test_and_eval_oracles","preserved_in_commit_2f9a638","d6_snapshot_and_findings_lifecycle_gates_observed"
"Docs/exploration/DEMO_FOLLOWUP_TASK_BRIEFS_2026-08-31.md","A","exploration_documentation","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"Docs/exploration/DOCS_CORPUS_SHADOW_AUDIT_2026-08-31.md","A","exploration_documentation","H09","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+persona_and_research_corpus","preserved_in_commit_2f9a638","document_presence_and_commit_preservation_only"
"Docs/exploration/EVAL_ARCHITECTURE_AND_RED_TEAM_AUDIT_2026-08-31.md","A","exploration_documentation","H06","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+test_and_eval_oracles","preserved_in_commit_2f9a638","d6_snapshot_and_findings_lifecycle_gates_observed"
"Docs/exploration/F18_BUDGET_RULE_PACKAGE_IMPLEMENTATION_2026-08-30.md","A","exploration_documentation","H03","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+canonical_intake_contract","preserved_in_commit_2f9a638","backend_full_suite_observed_with_one_shared_session_ordering_residual"
"Docs/exploration/RQ01_BUDGET_EXTRACTION_CEILING_2026-08-30.md","A","exploration_documentation","H03","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+canonical_intake_contract","preserved_in_commit_2f9a638","backend_full_suite_observed_with_one_shared_session_ordering_residual"
"Docs/exploration/TPM_SYSTEMS_LEARNINGS_PROMOTION_2026-09-01.md","A","exploration_documentation","H09","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+persona_and_research_corpus","preserved_in_commit_2f9a638","document_presence_and_commit_preservation_only"
"Docs/personas/PERSONA_JUNIOR_AGENT_MARCUS.md","A","persona_documentation","H09","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+persona_and_research_corpus","preserved_in_commit_2f9a638","document_presence_and_commit_preservation_only"
"Docs/personas/PERSONA_TRAVEL_SYSTEMS_TPM_PROPOSAL_2026-09-01.md","A","persona_documentation","H09","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+persona_and_research_corpus","preserved_in_commit_2f9a638","document_presence_and_commit_preservation_only"
"Docs/personas_scenarios/CASE_STUDY_SIMULATION_JUNIOR_AGENT_PRODUCT_DEMO_2026-09-01.md","A","persona_documentation","H09","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+persona_and_research_corpus","preserved_in_commit_2f9a638","document_presence_and_commit_preservation_only"
"Docs/personas_scenarios/MASTER_PRODUCT_DEMO_SIMULATION_CHRONICLE_2026-09-01.md","A","persona_documentation","H09","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+persona_and_research_corpus","preserved_in_commit_2f9a638","document_presence_and_commit_preservation_only"
"Docs/personas_scenarios/README.md","M","persona_documentation","H09","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+persona_and_research_corpus","preserved_in_commit_2f9a638","document_presence_and_commit_preservation_only"
"Docs/research/PER_0442_JOURNEY_GRAPH_OPERATING_SYSTEM_2026-09-01.md","A","research_documentation","H05","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+runtime_and_journey_contracts","preserved_in_commit_2f9a638","backend_full_suite_observed_with_one_shared_session_ordering_residual"
"Docs/research/PER_0700_AGENT_RUNTIME_AND_RESILIENCE_2026-09-01.md","A","research_documentation","H05","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+runtime_and_journey_contracts","preserved_in_commit_2f9a638","backend_full_suite_observed_with_one_shared_session_ordering_residual"
"Docs/research/PER_0711_SCHENGEN_AND_BORDER_CONSTRAINTS_2026-09-01.md","A","research_documentation","H05","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+runtime_and_journey_contracts","preserved_in_commit_2f9a638","backend_full_suite_observed_with_one_shared_session_ordering_residual"
"Docs/review/A19_RLS_COVERAGE_RESOLUTION_2026-08-30.md","A","review_documentation","H04","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+authentication_and_tenant_context","preserved_in_commit_2f9a638","targeted_privacy_tax_repairs_and_backend_suite_observed"
"Docs/review/ALIGNMENT_EVALUATION_2026-08-31.md","A","review_documentation","H06","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+test_and_eval_oracles","preserved_in_commit_2f9a638","d6_snapshot_and_findings_lifecycle_gates_observed"
"Docs/review/DEMO_WAVE2_REMEDIATION_HANDOFF_2026-08-31.md","A","review_documentation","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"Docs/review/FINDINGS_LIFECYCLE_2026-08-30.md","A","review_documentation","H06","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+test_and_eval_oracles","preserved_in_commit_2f9a638","d6_snapshot_and_findings_lifecycle_gates_observed"
"Docs/review/FINDINGS_REGISTER_2026-08-29.md","M","review_documentation","H06","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+test_and_eval_oracles","preserved_in_commit_2f9a638","d6_snapshot_and_findings_lifecycle_gates_observed"
"Docs/review/FINDINGS_REGISTER_2026-08-31.md","A","review_documentation","H06","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+test_and_eval_oracles","preserved_in_commit_2f9a638","d6_snapshot_and_findings_lifecycle_gates_observed"
"Docs/review/FINDINGS_TASKS_CONSOLIDATED_2026-08-30.md","M","review_documentation","H06","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+test_and_eval_oracles","preserved_in_commit_2f9a638","d6_snapshot_and_findings_lifecycle_gates_observed"
"Docs/review/GTM_ANGLE_ASSESSMENT_2026-09-01.md","A","review_documentation","H09","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+persona_and_research_corpus","preserved_in_commit_2f9a638","document_presence_and_commit_preservation_only"
"Docs/review/IMP01_ESCALATE_LEAD_PERSISTENCE_HANDOFF_2026-08-31.md","A","review_documentation","H02","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+canonical_draft_and_trip_persistence","preserved_in_commit_2f9a638","backend_full_suite_observed_with_one_shared_session_ordering_residual"
"Docs/review/IMPLEMENTATION_PLAN_2026-08-29.md","M","review_documentation","H06","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+test_and_eval_oracles","preserved_in_commit_2f9a638","d6_snapshot_and_findings_lifecycle_gates_observed"
"Docs/review/IMPLEMENTATION_PLAN_2026-08-31.md","A","review_documentation","H06","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+test_and_eval_oracles","preserved_in_commit_2f9a638","d6_snapshot_and_findings_lifecycle_gates_observed"
"Docs/review/PERSONA_COUNCIL_AUDIT_2026-08-31.md","A","review_documentation","H09","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+persona_and_research_corpus","preserved_in_commit_2f9a638","document_presence_and_commit_preservation_only"
"Docs/review/PER_0923_EVIDENCE_ARCHITECT_AUDIT_ADDENDUM_2026-08-31.md","A","review_documentation","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"Docs/review/R-15_PII_GUARD_DEFAULT_2026-08-31.md","A","review_documentation","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"Docs/review/WAVE1_A01_RQ06_EX06_OUTCOMES_2026-08-30.md","A","review_documentation","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"Docs/review/assets/marcus_01_overview.png","A","evidence_screenshot","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"Docs/review/assets/marcus_02_europe_input.png","A","evidence_screenshot","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"Docs/review/assets/marcus_03_extracted_packet.png","A","evidence_screenshot","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"Docs/review/assets/marcus_04_mobility_jain_constraints.png","A","evidence_screenshot","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"Docs/review/assets/marcus_05_risk_review.png","A","evidence_screenshot","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"Docs/review/assets/marcus_06_margin_optimizer.png","A","evidence_screenshot","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"Docs/review/assets/marcus_07_lead_inbox.png","A","evidence_screenshot","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"Docs/review/assets/marcus_08_quote_review.png","A","evidence_screenshot","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"Docs/review/assets/marcus_09_knowledge_base.png","A","evidence_screenshot","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"Docs/reviews/motto_review.md","M","generated_attestation_record","H06","generated_by_motto_attestation","H01+test_and_eval_oracles","preserved_in_commit_2f9a638","d6_snapshot_and_findings_lifecycle_gates_observed"
"Docs/status/BUILD_QUEUE_CONSOLIDATED.md","M","project_documentation","H01","historical_shared_dirty_snapshot_origin_unknown_preserved","root_control_plane","preserved_in_commit_2f9a638","commit_tree_and_document_presence_observed"
"alembic/versions/add_frontier_tables.py","A","database_migration","H10","historical_shared_dirty_snapshot_origin_unknown_preserved","H04+database_schema_and_router_contracts","preserved_in_commit_2f9a638","route_snapshot_and_backend_suite_observed"
"data/drafts/index.json","M","runtime_state_index","H02","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+canonical_draft_and_trip_persistence","preserved_in_commit_2f9a638","backend_full_suite_observed_with_one_shared_session_ordering_residual"
"data/evals/d6_audit_gate_snapshot.json","M","evaluation_snapshot","H06","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+test_and_eval_oracles","preserved_in_commit_2f9a638","d6_snapshot_and_findings_lifecycle_gates_observed"
"data/fixtures/budget/golden_dataset.json","M","test_fixture","H03","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+canonical_intake_contract","preserved_in_commit_2f9a638","backend_full_suite_observed_with_one_shared_session_ordering_residual"
"data/fixtures/extraction/colloquial_golden.json","A","test_fixture","H03","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+canonical_intake_contract","preserved_in_commit_2f9a638","backend_full_suite_observed_with_one_shared_session_ordering_residual"
"frontend/design-lab/PROD_FINDINGS.md","A","design_tool_or_prototype","H06","historical_shared_dirty_snapshot_origin_unknown_preserved","H01+test_and_eval_oracles","preserved_in_commit_2f9a638","d6_snapshot_and_findings_lifecycle_gates_observed"
"frontend/design-lab/_archive/v6-atlas-rejected-20260831/RATIONALE.md","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/_archive/v6-atlas-rejected-20260831/index.html","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/_dump.py","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-dna/REPORT.md","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-dna/inbox.json","A","design_evidence","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-dna/insights.json","A","design_evidence","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-dna/landing.json","A","design_evidence","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-dna/overview.json","A","design_evidence","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-dna/quotes.json","A","design_evidence","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-dna/settings.json","A","design_evidence","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-dna/suppliers.json","A","design_evidence","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-dna/trip-detail.json","A","design_evidence","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-dna/trip-intake.json","A","design_evidence","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-dna/trip-packet.json","A","design_evidence","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-dna/trips.json","A","design_evidence","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-shots/inbox.png","A","evidence_screenshot","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-shots/landing.png","A","evidence_screenshot","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-shots/overview.png","A","evidence_screenshot","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-shots/quotes.png","A","evidence_screenshot","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/app-shots/settings.png","A","evidence_screenshot","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/capture-app-screens.py","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/inspect-app-dna.py","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/inspect-interactivity.py","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/interactivity/127.0.0.1_3001.json","A","design_evidence","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/interactivity/127.0.0.1_3001.png","A","evidence_screenshot","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/interactivity/127.0.0.1_5183.json","A","design_evidence","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/interactivity/127.0.0.1_5183.png","A","evidence_screenshot","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/interactivity/FIELDCANVAS_VS_WAYPOINT.md","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/interactivity/REPORT.md","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/interactivity/fieldcanvas.app.json","A","design_evidence","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/interactivity/fieldcanvas.app.png","A","evidence_screenshot","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/v7-document/RATIONALE.md","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/v7-document/index.html","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/v7-document/verify.mjs","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/v8-disciplined-dark/RATIONALE.md","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/v8-disciplined-dark/index.html","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/v8-disciplined-dark/verify.mjs","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/v9-living-journey/RATIONALE.md","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/v9-living-journey/index.html","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/v9-living-journey/journey-agency.png","A","evidence_screenshot","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/v9-living-journey/journey-desktop.png","A","evidence_screenshot","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/v9-living-journey/journey-hero.png","A","evidence_screenshot","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/v9-living-journey/journey-method.png","A","evidence_screenshot","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/v9-living-journey/journey-mobile.png","A","evidence_screenshot","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/design-lab/v9-living-journey/verify.mjs","A","design_tool_or_prototype","H08","historical_shared_dirty_snapshot_origin_unknown_preserved","H07+design_evidence_tooling","preserved_in_commit_2f9a638","artifact_presence_preserved;no_fresh_visual_reverification"
"frontend/src/app/(agency)/settings/components/CommSettingsTab.tsx","M","frontend_product_code","H07","historical_shared_dirty_snapshot_origin_unknown_preserved","H02+H03+frontend_backend_contracts","preserved_in_commit_2f9a638","frontend_typecheck_and_1245_vitest_tests_observed;lint_and_build_residuals_recorded"
"frontend/src/app/(agency)/workbench/IntakeTab.tsx","M","frontend_product_code","H07","historical_shared_dirty_snapshot_origin_unknown_preserved","H02+H03+frontend_backend_contracts","preserved_in_commit_2f9a638","frontend_typecheck_and_1245_vitest_tests_observed;lint_and_build_residuals_recorded"
"frontend/src/app/(agency)/workbench/PageClient.tsx","M","frontend_product_code","H07","historical_shared_dirty_snapshot_origin_unknown_preserved","H02+H03+frontend_backend_contracts","preserved_in_commit_2f9a638","frontend_typecheck_and_1245_vitest_tests_observed;lint_and_build_residuals_recorded"
"frontend/src/app/(agency)/workbench/RepeatTravelerRecallCard.tsx","M","frontend_product_code","H07","historical_shared_dirty_snapshot_origin_unknown_preserved","H02+H03+frontend_backend_contracts","preserved_in_commit_2f9a638","frontend_typecheck_and_1245_vitest_tests_observed;lint_and_build_residuals_recorded"
"frontend/src/app/(agency)/workbench/__tests__/IntakeTab.test.tsx","M","test_code","H07","historical_shared_dirty_snapshot_origin_unknown_preserved","H02+H03+frontend_backend_contracts","preserved_in_commit_2f9a638","frontend_typecheck_and_1245_vitest_tests_observed;lint_and_build_residuals_recorded"
"frontend/src/app/(agency)/workbench/__tests__/RepeatTravelerRecallCard.test.tsx","A","test_code","H07","historical_shared_dirty_snapshot_origin_unknown_preserved","H02+H03+frontend_backend_contracts","preserved_in_commit_2f9a638","frontend_typecheck_and_1245_vitest_tests_observed;lint_and_build_residuals_recorded"
