"path","git_state","artifact_class","slice_id","ownership","dependency","disposition","verification"
"frontend/src/app/(agency)/workbench/GroupParetoPanel.tsx","??","frontend_product_code","L11","unknown_preserved_concurrent","L03+L04+L05+L06+L07+L08+L09+L10+canonical_server_ui_route_contract","preserve_unstaged_no_mutation","not_run;full_api_contract_backend_frontend_gate_required_after_stabilization"
"frontend/src/app/(agency)/workbench/IROPSAutoHealerPanel.tsx","??","frontend_product_code","L04","unknown_preserved_concurrent","journey_disruption_graph+crisis_financial_actions+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"frontend/src/app/(agency)/workbench/PersonaCouncilPanel.tsx"," M","frontend_product_code","L11","unknown_preserved_concurrent","L03+L04+L05+L06+L07+L08+L09+L10+canonical_server_ui_route_contract","preserve_unstaged_no_mutation","not_run;full_api_contract_backend_frontend_gate_required_after_stabilization"
"frontend/src/app/(agency)/workbench/ProposalCompilerPanel.tsx","??","frontend_product_code","L11","unknown_preserved_concurrent","L03+L04+L05+L06+L07+L08+L09+L10+canonical_server_ui_route_contract","preserve_unstaged_no_mutation","not_run;full_api_contract_backend_frontend_gate_required_after_stabilization"
"spine_api/routers/document_extraction.py","??","backend_product_code","L07","unknown_preserved_concurrent","document_input+checksum_parser_contract+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"spine_api/routers/duty_of_care_radar.py","??","backend_product_code","L05","unknown_preserved_concurrent","crisis_traveler_state+threat_evidence+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"spine_api/routers/epistemic.py","??","backend_product_code","L06","unknown_preserved_concurrent","canonical_intake_evidence_contract+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"spine_api/routers/financial_settlement.py","??","backend_product_code","L08","unknown_preserved_concurrent","fx_payment_authority_and_secrets_boundaries+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_and_trust_gates_identified"
"spine_api/routers/group_pareto.py","??","backend_product_code","L09","unknown_preserved_concurrent","group_preferences+accounting_contracts+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"spine_api/routers/irops_healer.py","??","backend_product_code","L04","unknown_preserved_concurrent","journey_disruption_graph+crisis_financial_actions+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"spine_api/routers/logistics.py","??","backend_product_code","L10","unknown_preserved_concurrent","corporate_visa_briefing_accounting_logistics+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_suite_identified"
"spine_api/routers/price_lock.py"," M","backend_product_code","L13","unknown_preserved_concurrent","security_authority+durable_job_state+audit_log+deadline_validation","preserve_unstaged_no_mutation","static_blockers_observed;security_correctness_S2_S3_required"
"spine_api/routers/proposal_compiler.py","??","backend_product_code","L03","unknown_preserved_concurrent","intake+proposal_contracts+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"spine_api/routers/public_proposals.py"," M","backend_product_code","L13","unknown_preserved_concurrent","security_authority+durable_job_state+audit_log+deadline_validation","preserve_unstaged_no_mutation","static_blockers_observed;security_correctness_S2_S3_required"
"spine_api/server.py"," M","backend_product_code","L11","unknown_preserved_concurrent","L03+L04+L05+L06+L07+L08+L09+L10+canonical_server_ui_route_contract","preserve_unstaged_no_mutation","not_run;full_api_contract_backend_frontend_gate_required_after_stabilization"
"src/accounting/export_bridge.py","??","backend_product_code","L10","unknown_preserved_concurrent","corporate_visa_briefing_accounting_logistics+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_suite_identified"
"src/agents/dlq_inspector.py","??","backend_product_code","L13","unknown_preserved_concurrent","security_authority+durable_job_state+audit_log+deadline_validation","preserve_unstaged_no_mutation","static_blockers_observed;security_correctness_S2_S3_required"
"src/briefing/pre_departure_cadence.py","??","backend_product_code","L10","unknown_preserved_concurrent","corporate_visa_briefing_accounting_logistics+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_suite_identified"
"src/corporate/policy_engine.py","??","backend_product_code","L10","unknown_preserved_concurrent","corporate_visa_briefing_accounting_logistics+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_suite_identified"
"src/crisis/models.py"," M","backend_product_code","L05","unknown_preserved_concurrent","crisis_traveler_state+threat_evidence+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"src/decision/group_pareto_engine.py","??","backend_product_code","L09","unknown_preserved_concurrent","group_preferences+accounting_contracts+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"src/documents/visa_workflow.py","??","backend_product_code","L10","unknown_preserved_concurrent","corporate_visa_briefing_accounting_logistics+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_suite_identified"
"src/fees/settlement_engine.py","??","backend_product_code","L08","unknown_preserved_concurrent","fx_payment_authority_and_secrets_boundaries+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_and_trust_gates_identified"
"src/intake/epistemic_arbiter.py","??","backend_product_code","L06","unknown_preserved_concurrent","canonical_intake_evidence_contract+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"src/intake/extractors.py"," M","backend_product_code","L11","unknown_preserved_concurrent","L03+L04+L05+L06+L07+L08+L09+L10+canonical_server_ui_route_contract","preserve_unstaged_no_mutation","not_run;full_api_contract_backend_frontend_gate_required_after_stabilization"
"src/intake/mrz_parser_engine.py","??","backend_product_code","L07","unknown_preserved_concurrent","document_input+checksum_parser_contract+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"src/logistics/accessibility.py","??","backend_product_code","L10","unknown_preserved_concurrent","corporate_visa_briefing_accounting_logistics+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_suite_identified"
"src/logistics/connection_risk.py","??","backend_product_code","L10","unknown_preserved_concurrent","corporate_visa_briefing_accounting_logistics+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_suite_identified"
"src/logistics/fleet_allocation.py","??","backend_product_code","L10","unknown_preserved_concurrent","corporate_visa_briefing_accounting_logistics+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_suite_identified"
"src/logistics/rooming_list.py","??","backend_product_code","L10","unknown_preserved_concurrent","corporate_visa_briefing_accounting_logistics+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_suite_identified"
"src/logistics/timed_entry.py","??","backend_product_code","L10","unknown_preserved_concurrent","corporate_visa_briefing_accounting_logistics+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_suite_identified"
"src/monitoring/perishable_sentinel.py","??","backend_product_code","L13","unknown_preserved_concurrent","security_authority+durable_job_state+audit_log+deadline_validation","preserve_unstaged_no_mutation","static_blockers_observed;security_correctness_S2_S3_required"
"src/orchestration/duty_of_care_radar.py","??","backend_product_code","L05","unknown_preserved_concurrent","crisis_traveler_state+threat_evidence+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"src/orchestration/irops_healer.py","??","backend_product_code","L04","unknown_preserved_concurrent","journey_disruption_graph+crisis_financial_actions+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"src/orchestration/proposal_compiler.py","??","backend_product_code","L03","unknown_preserved_concurrent","intake+proposal_contracts+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"tests/fixtures/server_openapi_paths_snapshot.json"," M","api_contract_snapshot","L11","unknown_preserved_concurrent","L03+L04+L05+L06+L07+L08+L09+L10+canonical_server_ui_route_contract","preserve_unstaged_no_mutation","not_run;full_api_contract_backend_frontend_gate_required_after_stabilization"
"tests/fixtures/server_route_snapshot.json"," M","api_contract_snapshot","L11","unknown_preserved_concurrent","L03+L04+L05+L06+L07+L08+L09+L10+canonical_server_ui_route_contract","preserve_unstaged_no_mutation","not_run;full_api_contract_backend_frontend_gate_required_after_stabilization"
"tests/test_document_mrz_extraction.py","??","test_code","L07","unknown_preserved_concurrent","document_input+checksum_parser_contract+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"tests/test_duty_of_care_radar.py","??","test_code","L05","unknown_preserved_concurrent","crisis_traveler_state+threat_evidence+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"tests/test_epistemic_provenance_arbiter.py","??","test_code","L06","unknown_preserved_concurrent","canonical_intake_evidence_contract+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"tests/test_financial_settlement_vcc.py","??","test_code","L08","unknown_preserved_concurrent","fx_payment_authority_and_secrets_boundaries+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_and_trust_gates_identified"
"tests/test_group_pareto_consensus.py","??","test_code","L09","unknown_preserved_concurrent","group_preferences+accounting_contracts+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"tests/test_industry_blindspots_expansion.py","??","test_code","L10","unknown_preserved_concurrent","corporate_visa_briefing_accounting_logistics+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_suite_identified"
"tests/test_irops_healer_simulator.py","??","test_code","L04","unknown_preserved_concurrent","journey_disruption_graph+crisis_financial_actions+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"tests/test_logistics_operations_suite.py","??","test_code","L11","unknown_preserved_concurrent","L03+L04+L05+L06+L07+L08+L09+L10+canonical_server_ui_route_contract","preserve_unstaged_no_mutation","not_run;full_api_contract_backend_frontend_gate_required_after_stabilization"
"tests/test_p1_findings_hardening.py","??","test_code","L13","unknown_preserved_concurrent","security_authority+durable_job_state+audit_log+deadline_validation","preserve_unstaged_no_mutation","static_blockers_observed;security_correctness_S2_S3_required"
"tests/test_proposal_compiler_e2e.py","??","test_code","L03","unknown_preserved_concurrent","intake+proposal_contracts+L11","preserve_unstaged_no_mutation","not_run_by_classification_pass;focused_test_identified"
"tests/test_tax_compliance_sourcing.py"," M","test_code","L13","unknown_preserved_concurrent","security_authority+durable_job_state+audit_log+deadline_validation","preserve_unstaged_no_mutation","static_blockers_observed;security_correctness_S2_S3_required"
"tools/check_worktree_classification.py","??","verification_tooling","L01","current_a1_1_closure_session","canonical_review_registers+git_inventory","a1_1_documentation_tooling_uncommitted","a1_1_validator+py_compile+diff_and_link_checks"
"tools/README.md"," M","navigation_or_tool_documentation","L01","current_a1_1_closure_session","canonical_review_registers+git_inventory","a1_1_documentation_tooling_uncommitted","a1_1_validator+py_compile+diff_and_link_checks"
