path,git_state,artifact_class,slice_id,ownership,dependency,disposition,verification
Docs/architecture/adr/ADR-007-PRODUCT-B-SCOPED-ANALYTICS_2026-09-03.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/context/AGENT_INTELLIGENCE_GRAPH.md, M,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/context/agent_intelligence_graph.json, M,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/AGENTIC_DEEP_AUDIT_SYNTHESIS_2026-08-31.md, M,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/C02_WIRE_OR_ARCHIVE_DOSSIERS_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/C03_ROUTER_DESIGN_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/C04_SLM_BENCHMARK_PROTOCOL_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/CROSS_TENANT_ISOLATION_AND_SECURITY_HARNESS_2026-09-03.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/DYNAMIC_MODEL_ROUTING_AND_SLM_EXPEDITION_2026-09-03.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/E11_ADVERSARIAL_CORPUS_DESIGN_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/EVAL_EVOLUTION_DESIGN_E06_E07_E10_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/GEMINI_WAVE_MODULE_AUDIT_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/LIVE_CONNECTIVITY_ALTERNATIVES_FREE_TIERS_AND_AI_SCRAPERS_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/MASTER_FINDINGS_TASKS_INVENTORY_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/MISC_PROBES_N06_N09_D04_F05_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/N01_SCENARIO_TRIAGE_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/RAG_VECTOR_AND_LEXICAL_RETRIEVAL_ARCHITECTURE_2026-09-03.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/ROUTE_FEASIBILITY_AND_GEOSPATIAL_AVIATION_PIPELINE_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/exploration/SIM_VS_REALITY_RECONCILIATION_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas/PERSONA_AGENCY_OWNER_ELENA.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas/PERSONA_CORPORATE_TRAVEL_MANAGER_RACHEL.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas/PERSONA_CRISIS_EVACUATION_DEVLIN.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas/PERSONA_DISTRIBUTION_ENGINEER_KLAUS.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas/PERSONA_DMC_CONTRACTING_LARS.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas/PERSONA_GDS_NDC_ARCHITECT_FIONA.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas/PERSONA_GROUP_MICE_SPECIALIST_CHLOE.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas/PERSONA_LEGAL_COMPLIANCE_CLARA.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas/PERSONA_PLATFORM_RELIABILITY_SIDDHARTH.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas/PERSONA_PRIVATE_AVIATION_BROKER_ALEXANDER.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas/PERSONA_REVENUE_ARBITRAGE_MATEO.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas/PERSONA_VISA_EXPEDITION_CONCIERGE_TARIQ.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/CASE_STUDY_SIMULATION_AGENCY_OWNER_ELENA_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/CASE_STUDY_SIMULATION_CORPORATE_EA_RACHEL_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/CASE_STUDY_SIMULATION_CRISIS_EVACUATION_DEVLIN_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/CASE_STUDY_SIMULATION_DUAL_GDS_FIONA_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/CASE_STUDY_SIMULATION_EPISTEMIC_AUDIT_CLARA_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/CASE_STUDY_SIMULATION_GROUP_MICE_CHLOE_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/CASE_STUDY_SIMULATION_HAPHAZARD_LAST_MINUTE_INTAKE_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/CASE_STUDY_SIMULATION_LOAD_BENCHMARK_SIDDHARTH_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/CASE_STUDY_SIMULATION_NDC_DISTRIBUTION_KLAUS_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/CASE_STUDY_SIMULATION_PRIVATE_AVIATION_ALEXANDER_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/CASE_STUDY_SIMULATION_RATE_PARITY_MATEO_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/CASE_STUDY_SIMULATION_SUPPLIER_BARGAINING_LARS_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/CASE_STUDY_SIMULATION_TRAVELER_COMPANION_PWA_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/CASE_STUDY_SIMULATION_VISA_EXPEDITION_TARIQ_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/MASTER_PRODUCT_DEMO_SIMULATION_CHRONICLE_2026-09-01.md, M,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/personas_scenarios/README.md, M,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/research/FRONTIER_1_PRIVATE_AVIATION_AND_EMPTY_LEG_ARBITRAGE_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/research/FRONTIER_2_MULTI_SUPPLIER_RATE_PARITY_AND_RETICKETING_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/research/FRONTIER_3_VOICE_AI_AND_AIRLINE_IVR_BYPASS_BOT_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/research/HORIZON_1_AUTONOMOUS_PROPOSAL_COMPILER_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/research/HORIZON_2_IROPS_AUTO_HEALER_SIMULATOR_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/research/HORIZON_3_ENTERPRISE_DUTY_OF_CARE_RADAR_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/research/MILESTONE_2_AUTONOMOUS_LOAD_AND_STRESS_BENCHMARK_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/research/MILESTONE_3_GDS_SANDBOX_ADAPTERS_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/research/PER_0922_EPISTEMIC_PROVENANCE_AND_CONFLICT_ARBITER_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/research/PER_DOC_ICAO_9303_MRZ_AND_VOUCHER_PARSER_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/research/PER_FIN_VIRTUAL_CARDS_AND_FINANCIAL_SETTLEMENT_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/research/PER_GRP_PARETO_CONSENSUS_AND_SPLIT_LEDGERS_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/A1_1_WORKTREE_CLASSIFICATION_CLOSURE_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/A1_1_WORKTREE_CLASSIFICATION_CLOSURE_2026-09-03.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/DECISION_CORRECTNESS_X04_X05_X06_X13_2026-09-04.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/DEPLOYMENT_LAUNCH_ENVELOPE_2026-09-03.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/EVAL_GATES_E01_E05_2026-09-03.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/EXECUTION_STATUS_2026-09-04.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/EXTRACTION_SAFETY_X01_X08_2026-09-04.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/FINDINGS_REGISTER_2026-08-31.md, M,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/FINDINGS_TASKS_CONSOLIDATED_2026-08-30.md, M,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/FRONTEND_LINT_WARNING_AUDIT_2026-09-04.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/GEMINI_WAVE_FINDINGS_FOR_REVIEW_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/IDEMPOTENCY_FENCING_N06_X11_2026-09-04.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/IMPLEMENTATION_PLAN_2026-08-31.md, M,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/KNOWN_ISSUES_LEDGER_2026-09-04.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/LAUNCH_IMPLEMENTATION_PLAN_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/LAUNCH_READINESS_AUDIT_PER0100_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/N04_YIELD_ARBITRAGE_CONTRACT_REPAIR_2026-09-04.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/PRODUCT_CONTRACT_DECISIONS_D01_D03_2026-09-04.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/PROPOSAL_RESOURCE_BINDING_N05_F03_2026-09-04.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/PROPOSAL_TOKEN_SECURITY_ADDENDUM_2026-09-03.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/RAG_RETRIEVAL_HONESTY_A02_R03_2026-09-04.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/RANDOM_DOCUMENT_AUDIT_V4_PRODUCTB_KPI_2026-09-03.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/S11_N07_LRB07_LOCAL_DURABILITY_2026-09-04.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/S12_RLS_WRITE_PROBE_2026-09-04.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/SECURITY_HONESTY_WAVE_HANDOFF_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/SPINE_AUDIT_NEW_FINDINGS_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/TPM_BLUEPRINT_TASKS_IMPLEMENTATION_HANDOFF_2026-09-01.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/TPM_BLUEPRINT_TASKS_INVENTORY_2026-09-02.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/YIELD_CONTRACT_N04_2026-09-04.md,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
Docs/review/assets/a1_1_commit_2f9a638_classification.csv,??,unknown_preserved_concurrent_artifact,LIVE-UNCLASSIFIED,unknown_preserved_concurrent,current_checkout_and_repo_instructions,preserve_pending_semantic_classification,git_status_presence_only;not_product_or_release_proof
